Date,Kurs_USD,Kurs_EUR,Kurs_CHF,SMA_30_USD,Zwrot_USD,Zmiennosc_USD,VaR_95%_USD,SMA_30_EUR,Zwrot_EUR,Zmiennosc_EUR,VaR_95%_EUR,SMA_30_CHF,Zwrot_CHF,Zmiennosc_CHF,VaR_95%_CHF
2024-05-06,4.0132,4.3173,4.4322,4.0079,-0.005,0.1025,-0.0085,4.3043,-0.0025,0.0671,-0.0057,4.4109,-0.0009,0.0896,-0.0087
2024-05-07,3.998,4.3047,4.4092,4.0089,-0.0038,0.1012,-0.0085,4.3043,-0.0029,0.0667,-0.0057,4.4107,-0.0052,0.0876,-0.008
2024-05-08,4.0101,4.311,4.4137,4.01,0.003,0.1014,-0.0085,4.3045,0.0014,0.0668,-0.0057,4.4111,0.001,0.087,-0.008
2024-05-09,4.0006,4.2993,4.4056,4.0105,-0.0024,0.1014,-0.0085,4.304,-0.0027,0.0671,-0.0057,4.4112,-0.0018,0.0871,-0.008
2024-05-10,3.9715,4.2819,4.3866,4.0099,-0.0073,0.1037,-0.0085,4.3034,-0.004,0.0679,-0.0057,4.41,-0.0043,0.087,-0.008
2024-05-13,3.9923,4.2998,4.4038,4.0103,0.0052,0.1048,-0.0085,4.3034,0.0042,0.0689,-0.0057,4.4096,0.0039,0.0877,-0.008
2024-05-14,3.9686,4.2839,4.3712,4.0093,-0.0059,0.1057,-0.0085,4.3032,-0.0037,0.0696,-0.0057,4.4081,-0.0075,0.0902,-0.0083
2024-05-15,3.945,4.2663,4.3502,4.008,-0.006,0.1068,-0.0085,4.3024,-0.0041,0.0706,-0.0057,4.4068,-0.0048,0.0893,-0.0083
2024-05-16,3.913,4.2598,4.3447,4.0065,-0.0081,0.1079,-0.0085,4.3013,-0.0015,0.0707,-0.0057,4.4055,-0.0013,0.0893,-0.0083
2024-05-17,3.9183,4.2582,4.3242,4.0051,0.0013,0.108,-0.0085,4.3003,-0.0004,0.0707,-0.0057,4.4033,-0.0047,0.0901,-0.0083
2024-05-20,3.9149,4.2559,4.3085,4.0039,-0.0009,0.108,-0.0085,4.2995,-0.0005,0.0703,-0.0057,4.401,-0.0036,0.0902,-0.0083
2024-05-21,3.9126,4.2492,4.3015,4.0036,-0.0006,0.1054,-0.0085,4.2992,-0.0016,0.0692,-0.0057,4.4,-0.0016,0.0856,-0.0072
2024-05-22,3.9159,4.2506,4.2971,4.0032,0.0008,0.1053,-0.0085,4.2987,0.0003,0.0691,-0.0057,4.3983,-0.001,0.0846,-0.0072
2024-05-23,3.9378,4.2627,4.3052,4.0022,0.0056,0.1023,-0.0085,4.2988,0.0028,0.0695,-0.0057,4.3968,0.0019,0.0849,-0.0072
2024-05-24,3.9407,4.2617,4.3116,4.0011,0.0007,0.1023,-0.0085,4.2988,-0.0002,0.0695,-0.0057,4.395,0.0015,0.084,-0.0072
2024-05-27,3.9211,4.2534,4.2877,3.9978,-0.005,0.0965,-0.0085,4.2979,-0.0019,0.0685,-0.0057,4.3912,-0.0056,0.0816,-0.0072
2024-05-28,3.9214,4.2592,4.2934,3.9936,0.0001,0.0938,-0.0085,4.2965,0.0014,0.067,-0.0057,4.3863,0.0013,0.076,-0.0072
2024-05-29,3.9175,4.2479,4.2933,3.9872,-0.001,0.0796,-0.0085,4.2925,-0.0027,0.0489,-0.0057,4.3793,-0.0,0.0613,-0.0072
2024-05-30,3.9613,4.2796,4.3385,3.9837,0.0111,0.0825,-0.0078,4.2906,0.0074,0.0515,-0.0043,4.3751,0.0105,0.0666,-0.0066
2024-05-31,3.95,4.2785,4.3721,3.9795,-0.0028,0.0821,-0.0078,4.2887,-0.0003,0.0515,-0.0043,4.372,0.0077,0.0711,-0.0066
2024-06-03,3.9353,4.2709,4.3682,3.9761,-0.0037,0.0792,-0.0072,4.2876,-0.0018,0.0472,-0.0041,4.3698,-0.0009,0.0687,-0.0059
2024-06-04,3.9139,4.2693,4.3749,3.9716,-0.0055,0.0797,-0.0072,4.2861,-0.0004,0.0468,-0.0041,4.3676,0.0015,0.0687,-0.0059
2024-06-05,3.9571,4.3059,4.4456,3.9694,0.011,0.0855,-0.0072,4.2862,0.0085,0.0531,-0.0041,4.3687,0.016,0.0816,-0.0056
2024-06-06,3.9422,4.2868,4.418,3.9659,-0.0038,0.0835,-0.0072,4.2847,-0.0044,0.0514,-0.0043,4.3683,-0.0062,0.0831,-0.0059
2024-06-07,3.9315,4.2818,4.4181,3.963,-0.0027,0.0816,-0.0069,4.2837,-0.0012,0.05,-0.0041,4.3687,0.0,0.0815,-0.0059
2024-06-10,3.9943,4.3053,4.4578,3.9617,0.0159,0.0941,-0.0069,4.2832,0.0055,0.0524,-0.0041,4.3702,0.009,0.0853,-0.0059
2024-06-11,4.0155,4.3241,4.4804,3.9613,0.0053,0.0953,-0.0069,4.2836,0.0044,0.0538,-0.0041,4.3722,0.0051,0.0863,-0.0059
2024-06-12,4.0396,4.3385,4.4991,3.9607,0.006,0.0936,-0.0069,4.2839,0.0033,0.0534,-0.0041,4.3751,0.0042,0.0868,-0.0059
2024-06-13,4.0057,4.3313,4.4788,3.9597,-0.0084,0.0949,-0.0078,4.2841,-0.0017,0.0535,-0.0041,4.3776,-0.0045,0.0876,-0.0059
2024-06-14,4.0454,4.3465,4.527,3.9601,0.0099,0.0993,-0.0078,4.2847,0.0035,0.0545,-0.0041,4.3806,0.0107,0.0902,-0.0059
2024-06-17,4.0906,4.3775,4.5917,3.9627,0.0111,0.103,-0.0078,4.2867,0.0071,0.0575,-0.0041,4.3859,0.0142,0.0982,-0.0059
2024-06-18,4.0432,4.3426,4.5535,3.9642,-0.0116,0.1083,-0.0083,4.288,-0.008,0.0618,-0.0043,4.3907,-0.0084,0.1004,-0.0069
2024-06-19,4.0377,4.3343,4.5639,3.9652,-0.0014,0.1081,-0.0083,4.2888,-0.0019,0.062,-0.0043,4.3957,0.0023,0.1004,-0.0069
2024-06-20,4.0211,4.3211,4.5489,3.9658,-0.0041,0.1086,-0.0083,4.2895,-0.0031,0.0622,-0.0043,4.4005,-0.0033,0.1009,-0.0069
2024-06-21,4.0373,4.3257,4.5319,3.968,0.004,0.1067,-0.0083,4.2909,0.0011,0.0609,-0.0043,4.4054,-0.0038,0.1006,-0.0069
2024-06-24,4.0474,4.3256,4.5249,3.9699,0.0025,0.106,-0.0083,4.2918,-0.0,0.0598,-0.0043,4.4094,-0.0015,0.1005,-0.0069
2024-06-25,3.9965,4.2901,4.4725,3.9708,-0.0126,0.1111,-0.0102,4.292,-0.0082,0.0637,-0.0064,4.4128,-0.0117,0.1042,-0.0074
2024-06-26,4.0113,4.2977,4.482,3.973,0.0037,0.11,-0.0102,4.2931,0.0018,0.0626,-0.0064,4.4172,0.0021,0.1029,-0.0074
2024-06-27,4.0377,4.3118,4.5006,3.9772,0.0066,0.1081,-0.0102,4.2948,0.0033,0.063,-0.0064,4.4224,0.0041,0.1031,-0.0074
2024-06-28,4.0229,4.3078,4.4798,3.9806,-0.0037,0.109,-0.0102,4.2964,-0.0009,0.0631,-0.0064,4.4276,-0.0046,0.1031,-0.0074
2024-07-01,4.0167,4.3121,4.4642,3.984,-0.0015,0.1091,-0.0102,4.2983,0.001,0.0631,-0.0064,4.4327,-0.0035,0.103,-0.0074
2024-07-02,4.0193,4.3154,4.4496,3.9876,0.0007,0.109,-0.0102,4.3005,0.0008,0.0628,-0.0064,4.4377,-0.0033,0.1035,-0.0074
2024-07-03,4.0089,4.3088,4.4356,3.9907,-0.0026,0.1095,-0.0102,4.3025,-0.0015,0.063,-0.0064,4.4423,-0.0031,0.1041,-0.0074
2024-07-04,3.9841,4.2961,4.4208,3.9922,-0.0062,0.1103,-0.0102,4.3036,-0.0029,0.0634,-0.0064,4.4462,-0.0034,0.1048,-0.0074
2024-07-05,3.9579,4.2788,4.3987,3.9928,-0.0066,0.1121,-0.0102,4.3041,-0.004,0.0646,-0.0064,4.4491,-0.005,0.1062,-0.0074
2024-07-08,3.9565,4.2832,4.4223,3.994,-0.0004,0.1111,-0.0102,4.3051,0.001,0.0643,-0.0064,4.4535,0.0053,0.1053,-0.0074
2024-07-09,3.9402,4.2673,4.3883,3.9946,-0.0041,0.1118,-0.0102,4.3054,-0.0037,0.0652,-0.0064,4.4567,-0.0077,0.1083,-0.0081
2024-07-10,3.9348,4.2552,4.3836,3.9952,-0.0014,0.1119,-0.0102,4.3057,-0.0028,0.0653,-0.0064,4.4597,-0.0011,0.1084,-0.0081
2024-07-11,3.9327,4.2574,4.3728,3.9942,-0.0005,0.1069,-0.0102,4.3049,0.0005,0.0615,-0.0064,4.4609,-0.0025,0.1047,-0.0081
2024-07-12,3.9176,4.2595,4.3717,3.9932,-0.0038,0.1072,-0.0102,4.3043,0.0005,0.0615,-0.0064,4.4608,-0.0003,0.1023,-0.0081
2024-07-15,3.9071,4.253,4.3558,3.9922,-0.0027,0.1069,-0.0102,4.3037,-0.0015,0.0614,-0.0064,4.4604,-0.0036,0.1028,-0.0081
2024-07-16,3.9045,4.2528,4.3598,3.9919,-0.0007,0.1058,-0.0102,4.3031,-0.0,0.0614,-0.0064,4.4599,0.0009,0.1027,-0.0081
2024-07-17,3.9264,4.2803,4.3943,3.9909,0.0056,0.102,-0.0102,4.3023,0.0065,0.0591,-0.0064,4.4582,0.0079,0.0939,-0.0081
2024-07-18,3.9192,4.2875,4.4436,3.9901,-0.0018,0.1015,-0.0102,4.3023,0.0017,0.058,-0.0062,4.4591,0.0112,0.098,-0.0081
2024-07-19,3.9351,4.2898,4.4339,3.9902,0.004,0.102,-0.0102,4.3026,0.0005,0.0579,-0.0062,4.4596,-0.0022,0.0982,-0.0081
2024-07-22,3.9336,4.2872,4.4291,3.9882,-0.0004,0.0903,-0.0102,4.302,-0.0006,0.0556,-0.0062,4.4586,-0.0011,0.0946,-0.0081
2024-07-23,3.9257,4.2749,4.4154,3.9852,-0.002,0.0887,-0.0102,4.3003,-0.0029,0.0544,-0.0062,4.4565,-0.0031,0.0936,-0.0081
2024-07-24,3.9414,4.2761,4.4207,3.982,0.004,0.0875,-0.0102,4.2983,0.0003,0.0533,-0.0062,4.4539,0.0012,0.0927,-0.0081
2024-07-25,3.9627,4.2952,4.477,3.9805,0.0054,0.0863,-0.0094,4.297,0.0044,0.0551,-0.0062,4.4538,0.0127,0.0995,-0.0081
2024-07-26,3.9463,4.2841,4.4824,3.9772,-0.0042,0.0813,-0.0094,4.295,-0.0026,0.0543,-0.0062,4.4523,0.0012,0.0943,-0.0081
2024-07-29,3.9341,4.2698,4.4478,3.972,-0.0031,0.0732,-0.0094,4.2914,-0.0033,0.0498,-0.0062,4.4475,-0.0077,0.086,-0.0081
2024-07-30,3.968,4.2931,4.4776,3.9695,0.0086,0.0718,-0.0064,4.2897,0.0054,0.0482,-0.0039,4.445,0.0067,0.086,-0.0077
2024-07-31,3.9626,4.2865,4.4964,3.967,-0.0014,0.0718,-0.0064,4.2881,-0.0015,0.0481,-0.0039,4.4427,0.0042,0.0867,-0.0077
2024-08-01,3.9616,4.2883,4.5112,3.965,-0.0002,0.071,-0.0064,4.287,0.0004,0.0475,-0.0039,4.4415,0.0033,0.0869,-0.0077
2024-08-02,3.9866,4.3001,4.5662,3.9633,0.0063,0.0726,-0.0064,4.2862,0.0028,0.0481,-0.0039,4.4426,0.0121,0.0933,-0.0077
2024-08-05,3.9317,4.2895,4.5919,3.9595,-0.0139,0.0817,-0.0099,4.285,-0.0025,0.0486,-0.0039,4.4449,0.0056,0.0944,-0.0077
2024-08-06,3.9252,4.2984,4.5917,3.9571,-0.0017,0.0739,-0.0064,4.2853,0.0021,0.0427,-0.0036,4.4488,-0.0001,0.0872,-0.0065
2024-08-07,3.9423,4.3073,4.6253,3.9548,0.0044,0.0743,-0.0064,4.2856,0.0021,0.0429,-0.0036,4.4536,0.0073,0.0891,-0.0065
2024-08-08,3.9555,4.3218,4.6029,3.952,0.0033,0.0722,-0.0064,4.2859,0.0034,0.0429,-0.0036,4.457,-0.0049,0.0902,-0.0065
2024-08-09,3.9572,4.3191,4.5642,3.9499,0.0004,0.0717,-0.0064,4.2863,-0.0006,0.0429,-0.0036,4.4598,-0.0084,0.0928,-0.0077
2024-08-12,3.9547,4.3159,4.5693,3.9478,-0.0006,0.0716,-0.0064,4.2864,-0.0007,0.0428,-0.0036,4.4633,0.0011,0.092,-0.0077
2024-08-13,3.9342,4.3024,4.5516,3.945,-0.0052,0.0728,-0.0064,4.286,-0.0031,0.0437,-0.0036,4.4667,-0.0039,0.0922,-0.0077
2024-08-14,3.8963,4.2845,4.5049,3.9412,-0.0097,0.0771,-0.0083,4.2852,-0.0042,0.0451,-0.0039,4.469,-0.0103,0.0971,-0.0081
2024-08-15,3.8954,4.2896,4.5031,3.9382,-0.0002,0.0755,-0.0083,4.285,0.0012,0.0445,-0.0039,4.4718,-0.0004,0.0964,-0.0081
2024-08-16,3.9046,4.2868,4.4772,3.9365,0.0024,0.074,-0.0077,4.2852,-0.0007,0.0429,-0.0036,4.4744,-0.0058,0.0969,-0.0081
2024-08-19,3.8674,4.2638,4.4573,3.9335,-0.0096,0.0785,-0.0096,4.2846,-0.0054,0.0456,-0.004,4.4756,-0.0045,0.0968,-0.0081
2024-08-20,3.8444,4.2614,4.4588,3.9303,-0.006,0.0794,-0.0096,4.2844,-0.0006,0.0444,-0.0038,4.4779,0.0003,0.0939,-0.0081
2024-08-21,3.8403,4.2738,4.4981,3.9272,-0.0011,0.0794,-0.0096,4.285,0.0029,0.0444,-0.0038,4.4817,0.0088,0.0967,-0.0081
2024-08-22,3.8344,4.2773,4.5047,3.9239,-0.0015,0.0794,-0.0096,4.2857,0.0008,0.0444,-0.0038,4.4861,0.0015,0.0962,-0.0081
2024-08-23,3.85,4.2799,4.5197,3.9216,0.0041,0.0801,-0.0096,4.2863,0.0006,0.0444,-0.0038,4.4911,0.0033,0.0963,-0.0081
2024-08-26,3.8126,4.2648,4.4986,3.9185,-0.0098,0.0842,-0.0097,4.2867,-0.0035,0.0454,-0.0039,4.4958,-0.0047,0.0968,-0.0081
2024-08-27,3.8339,4.2804,4.5255,3.9161,0.0056,0.0862,-0.0097,4.2877,0.0036,0.0466,-0.0039,4.5013,0.006,0.0979,-0.0081
2024-08-28,3.83,4.281,4.5501,3.9129,-0.001,0.0842,-0.0097,4.2877,0.0001,0.0427,-0.0039,4.5065,0.0054,0.0967,-0.0081
2024-08-29,3.8598,4.2935,4.587,3.9109,0.0077,0.0877,-0.0097,4.2879,0.0029,0.0432,-0.0039,4.5113,0.0081,0.0943,-0.0081
2024-08-30,3.8654,4.2829,4.5635,3.9086,0.0014,0.0869,-0.0097,4.2876,-0.0025,0.0438,-0.0039,4.5156,-0.0051,0.0955,-0.0081
2024-09-02,3.8815,4.2869,4.5623,3.9069,0.0042,0.088,-0.0097,4.2876,0.0009,0.0439,-0.0039,4.5201,-0.0003,0.0954,-0.0081
2024-09-03,3.8568,4.2683,4.5295,3.9046,-0.0064,0.0895,-0.0097,4.2874,-0.0043,0.0449,-0.0043,4.5239,-0.0072,0.0977,-0.0081
2024-09-04,3.8724,4.2783,4.5551,3.9023,0.004,0.0895,-0.0097,4.2875,0.0023,0.0454,-0.0043,4.5284,0.0056,0.0986,-0.0081
2024-09-05,3.8563,4.2728,4.5574,3.8987,-0.0042,0.0883,-0.0097,4.2867,-0.0013,0.0436,-0.0043,4.531,0.0005,0.0922,-0.0081
2024-09-06,3.853,4.2809,4.5657,3.8956,-0.0008,0.0877,-0.0097,4.2866,0.0019,0.0434,-0.0043,4.5338,0.0018,0.0923,-0.0081
2024-09-09,3.8593,4.2788,4.5727,3.8931,0.0016,0.0877,-0.0097,4.2869,-0.0005,0.0423,-0.0043,4.538,0.0015,0.0888,-0.0079
2024-09-10,3.8705,4.2717,4.5591,3.8899,0.0029,0.084,-0.0097,4.2862,-0.0017,0.0393,-0.0043,4.5407,-0.003,0.0878,-0.0079
2024-09-11,3.8817,4.2778,4.5845,3.8872,0.0029,0.0847,-0.0097,4.2859,0.0014,0.0394,-0.0043,4.5436,0.0056,0.0884,-0.0079
2024-09-12,3.8917,4.2847,4.5662,3.8848,0.0026,0.0852,-0.0097,4.2858,0.0016,0.0396,-0.0043,4.5455,-0.004,0.089,-0.0079
2024-09-13,3.8664,4.2832,4.5491,3.8808,-0.0065,0.0843,-0.0097,4.2853,-0.0003,0.0388,-0.0043,4.5449,-0.0038,0.0825,-0.0079
2024-09-16,3.8591,4.2788,4.5502,3.8784,-0.0019,0.0751,-0.0096,4.2849,-0.001,0.0382,-0.0043,4.5435,0.0003,0.0807,-0.0079
2024-09-17,3.8405,4.274,4.5465,3.8756,-0.0048,0.076,-0.0096,4.2841,-0.0011,0.0378,-0.0043,4.542,-0.0008,0.0807,-0.0079
2024-09-18,3.8385,4.2708,4.5365,3.8721,-0.0005,0.0745,-0.0096,4.2829,-0.0008,0.0372,-0.0043,4.539,-0.0022,0.0775,-0.0079
2024-09-19,3.8405,4.2678,4.5315,3.8683,0.0005,0.0735,-0.0096,4.2811,-0.0007,0.0356,-0.0043,4.5367,-0.0011,0.0765,-0.0079
2024-09-20,3.8266,4.2726,4.5156,3.8639,-0.0036,0.0738,-0.0096,4.2795,0.0011,0.0358,-0.0043,4.535,-0.0035,0.0734,-0.0066
2024-09-23,3.8243,4.268,4.4943,3.8596,-0.0006,0.0738,-0.0096,4.2779,-0.0011,0.0359,-0.0043,4.5325,-0.0047,0.0743,-0.0066
2024-09-24,3.8399,4.2689,4.5338,3.8565,0.0041,0.0742,-0.0096,4.2768,0.0002,0.0349,-0.0043,4.532,0.0087,0.0783,-0.0066
2024-09-25,3.7981,4.2504,4.5159,3.8532,-0.011,0.0756,-0.0097,4.2757,-0.0044,0.0351,-0.0043,4.5323,-0.004,0.0731,-0.0055
2024-09-26,3.8342,4.2679,4.507,3.8511,0.0095,0.0813,-0.0097,4.2749,0.0041,0.0371,-0.0043,4.5324,-0.002,0.0733,-0.0055
2024-09-27,3.8221,4.272,4.5157,3.8484,-0.0032,0.0812,-0.0097,4.2744,0.001,0.0372,-0.0043,4.5337,0.0019,0.0714,-0.0049
2024-09-30,3.8237,4.2713,4.5477,3.8469,0.0004,0.0768,-0.0083,4.2747,-0.0002,0.0337,-0.004,4.5367,0.0071,0.0725,-0.0049
2024-10-01,3.8427,4.2789,4.5477,3.8469,0.0049,0.0764,-0.0083,4.2753,0.0018,0.034,-0.004,4.5397,-0.0,0.0726,-0.0049
2024-10-02,3.8745,4.2867,4.5774,3.848,0.0083,0.08,-0.0083,4.2757,0.0018,0.0334,-0.004,4.5424,0.0065,0.0706,-0.0049
2024-10-03,3.8832,4.2896,4.5717,3.8496,0.0022,0.0799,-0.0083,4.2761,0.0007,0.0334,-0.004,4.5446,-0.0012,0.0708,-0.0049
2024-10-04,3.9033,4.3075,4.5821,3.8514,0.0052,0.0804,-0.0083,4.277,0.0042,0.0354,-0.004,4.5467,0.0023,0.0705,-0.0049
2024-10-07,3.9332,4.3148,4.5797,3.8554,0.0076,0.077,-0.0064,4.2787,0.0017,0.0338,-0.0035,4.5494,-0.0005,0.0689,-0.0049
2024-10-08,3.9378,4.3215,4.6073,3.8589,0.0012,0.0758,-0.0064,4.2801,0.0015,0.0326,-0.0035,4.5521,0.006,0.0689,-0.0049
2024-10-09,3.9162,4.3002,4.5692,3.8618,-0.0055,0.0778,-0.0064,4.2807,-0.0049,0.0359,-0.0043,4.5527,-0.0083,0.072,-0.0063
2024-10-10,3.9259,4.2947,4.5617,3.864,0.0025,0.0752,-0.0064,4.2808,-0.0013,0.0352,-0.0043,4.5519,-0.0016,0.0681,-0.0063
2024-10-11,3.9334,4.3006,4.592,3.8662,0.0019,0.0752,-0.0064,4.2813,0.0014,0.0346,-0.0043,4.5528,0.0066,0.0692,-0.0061
2024-10-14,3.9273,4.2898,4.5778,3.8678,-0.0016,0.0747,-0.0064,4.2814,-0.0025,0.0353,-0.0043,4.5534,-0.0031,0.0698,-0.0061
2024-10-15,3.9334,4.291,4.5612,3.8703,0.0016,0.0719,-0.0061,4.2822,0.0003,0.0328,-0.0035,4.5544,-0.0036,0.0673,-0.0044
2024-10-16,3.9431,4.2916,4.5714,3.8727,0.0024,0.0714,-0.0061,4.2826,0.0001,0.0322,-0.0035,4.555,0.0022,0.0656,-0.0044
2024-10-17,3.9549,4.2945,4.572,3.876,0.003,0.0703,-0.0061,4.2834,0.0007,0.0319,-0.0035,4.5554,0.0001,0.0656,-0.0044
2024-10-18,3.9768,4.3066,4.5913,3.8801,0.0055,0.0714,-0.0061,4.2842,0.0028,0.0324,-0.0035,4.5563,0.0042,0.0665,-0.0044
2024-10-21,3.9598,4.3036,4.5777,3.8834,-0.0043,0.073,-0.0061,4.285,-0.0007,0.0325,-0.0035,4.5565,-0.003,0.067,-0.0044
